,id,label,Prediction,positive_prediction,negative_prediction
3989,24789,1,1,0.999365389,0.000634611
3990,24790,1,0,1.86E-05,0.999981415
3991,24791,0,0,1.44E-05,0.999985562
3992,24792,0,0,3.75E-05,0.99996254
3993,24793,0,0,1.62E-05,0.999983761
3994,24794,1,1,0.999981642,1.84E-05
3995,24795,1,1,0.999971628,2.84E-05
3996,24796,1,0,4.19E-05,0.999958096
3997,24797,0,0,1.51E-05,0.999984918
3998,24798,1,0,3.27E-05,0.999967334
3999,24799,1,1,0.999947309,5.27E-05
4000,24800,1,0,3.62E-05,0.999963752
4001,24801,1,1,0.999766767,0.000233233
4002,24802,0,0,1.74E-05,0.999982578
4003,24803,1,1,0.999980807,1.92E-05
4004,24804,1,1,0.999963403,3.66E-05
4005,24805,0,1,0.999965787,3.42E-05
4006,24806,1,1,0.999980927,1.91E-05
4007,24807,0,0,1.42E-05,0.999985811
4008,24808,1,1,0.999981403,1.86E-05
4009,24809,1,0,1.43E-05,0.999985682
4010,24810,0,1,0.999981761,1.82E-05
4011,24811,1,0,1.42E-05,0.999985767
4012,24812,1,1,0.999981761,1.82E-05
4013,24813,1,1,0.999981165,1.88E-05
4014,24814,0,0,1.36E-05,0.999986436
4015,24815,0,1,0.999979973,2.00E-05
4016,24816,0,0,1.37E-05,0.999986299
4017,24817,0,1,0.999978065,2.19E-05
4018,24818,1,1,0.999982357,1.76E-05
4019,24819,0,0,1.32E-05,0.99998682
4020,24820,1,1,0.999981046,1.90E-05
4021,24821,1,0,1.31E-05,0.999986926
4022,24822,1,1,0.999975801,2.42E-05
4023,24823,1,1,0.999716818,0.000283182
4024,24824,1,1,0.999901772,9.82E-05
4025,24825,0,0,1.48E-05,0.999985241
4026,24826,0,0,1.64E-05,0.999983596
4027,24827,0,0,1.35E-05,0.999986479
4028,24828,1,1,0.999978662,2.13E-05
4029,24829,1,0,1.35E-05,0.999986537
4030,24830,0,1,0.999965549,3.45E-05
4031,24831,0,0,3.89E-05,0.999961105
4032,24832,1,0,4.01E-05,0.999959948
4033,24833,1,1,0.999976754,2.32E-05
4034,24834,1,0,3.16E-05,0.999968395
4035,24835,1,1,0.999981046,1.90E-05
4036,24836,1,1,0.999974608,2.54E-05
4037,24837,0,0,1.50E-05,0.999984988
4038,24838,1,1,0.999981999,1.80E-05
4039,24839,1,1,0.999982476,1.75E-05
4040,24840,1,1,0.999981642,1.84E-05
4041,24841,1,1,0.999981403,1.86E-05
4042,24842,1,1,0.999982834,1.72E-05
4043,24843,0,1,0.999978542,2.15E-05
4044,24844,0,1,0.999982476,1.75E-05
4045,24845,0,0,1.38E-05,0.99998622
4046,24846,0,0,1.47E-05,0.99998532
4047,24847,1,1,0.999979973,2.00E-05
4048,24848,1,0,4.08E-05,0.999959168
4049,24849,1,1,0.999981284,1.87E-05
4050,24850,0,0,1.32E-05,0.99998681
4051,24851,0,0,1.34E-05,0.999986578
4052,24852,1,1,0.999982476,1.75E-05
4053,24853,1,1,0.99998033,1.97E-05
4054,24854,0,0,1.45E-05,0.999985472
4055,24855,1,1,0.999982595,1.74E-05
4056,24856,0,0,1.38E-05,0.999986215
4057,24857,0,0,1.35E-05,0.99998652
4058,24858,0,0,6.48E-05,0.999935248
4059,24859,1,0,1.32E-05,0.999986801
4060,24860,0,0,1.36E-05,0.999986408
4061,24861,0,0,4.03E-05,0.999959657
4062,24862,0,0,1.42E-05,0.999985796
4063,24863,1,1,0.999950409,4.96E-05
4064,24864,1,1,0.999982476,1.75E-05
4065,24865,1,0,3.59E-05,0.999964055
4066,24866,0,0,4.03E-05,0.999959709
4067,24867,1,1,0.999981165,1.88E-05
4068,24868,1,1,0.999980688,1.93E-05
4069,24869,0,0,1.35E-05,0.999986472
4070,24870,0,1,0.999981284,1.87E-05
4071,24871,1,1,0.999978065,2.19E-05
4072,24872,1,0,1.41E-05,0.999985867
4073,24873,1,1,0.999960423,3.96E-05
4074,24874,1,1,0.99997592,2.41E-05
4075,24875,0,0,4.42E-05,0.999955775
4076,24876,0,1,0.999976158,2.38E-05
4077,24877,1,1,0.999884725,0.000115275
4078,24878,0,1,0.999975324,2.47E-05
4079,24879,0,0,1.36E-05,0.999986411
4080,24880,1,1,0.99997592,2.41E-05
4081,24881,0,1,0.999930143,6.99E-05
4082,24882,1,0,1.38E-05,0.999986205
4083,24883,0,1,0.999981046,1.90E-05
4084,24884,1,1,0.999982119,1.79E-05
4085,24885,1,0,1.41E-05,0.999985946
4086,24886,1,0,4.83E-05,0.999951683
4087,24887,1,1,0.999981403,1.86E-05
4088,24888,0,1,0.999965787,3.42E-05
4089,24889,1,0,1.69E-05,0.999983102
4090,24890,0,0,1.34E-05,0.999986609
4091,24891,1,1,0.999982119,1.79E-05
4092,24892,0,0,1.47E-05,0.999985305
4093,24893,1,1,0.9999789,2.11E-05
4094,24894,1,0,3.03E-05,0.999969743
4095,24895,1,1,0.999980569,1.94E-05
4096,24896,1,0,1.33E-05,0.999986734
4097,24897,1,1,0.999979138,2.09E-05
4098,24898,0,0,1.39E-05,0.999986072
4099,24899,0,0,1.35E-05,0.999986457
4100,24900,1,1,0.999980927,1.91E-05
4101,24901,1,0,1.52E-05,0.999984814
4102,24902,1,1,0.999981403,1.86E-05
4103,24903,1,1,0.999979615,2.04E-05
4104,24904,1,1,0.999982119,1.79E-05
4105,24905,0,0,1.37E-05,0.999986315
4106,24906,0,1,0.999979615,2.04E-05
4107,24907,1,0,4.07E-05,0.999959297
4108,24908,1,1,0.999982476,1.75E-05
4109,24909,1,0,5.18E-05,0.999948176
4110,24910,0,1,0.999979258,2.07E-05
4111,24911,1,1,0.999981523,1.85E-05
4112,24912,1,1,0.999981046,1.90E-05
4113,24913,1,0,3.27E-05,0.999967294
4114,24914,1,1,0.9999789,2.11E-05
4115,24915,0,1,0.999959469,4.05E-05
4116,24916,0,0,1.41E-05,0.999985867
4117,24917,1,0,3.73E-05,0.999962694
4118,24918,1,1,0.999982715,1.73E-05
4119,24919,1,1,0.999972582,2.74E-05
4120,24920,1,0,1.50E-05,0.999985029
4121,24921,0,0,1.36E-05,0.999986449
4122,24922,0,0,1.39E-05,0.999986122
4123,24923,1,1,0.99998188,1.81E-05
4124,24924,1,1,0.999956965,4.30E-05
4125,24925,1,1,0.999981165,1.88E-05
4126,24926,1,1,0.999937057,6.29E-05
4127,24927,0,0,1.38E-05,0.999986174
4128,24928,1,1,0.999982476,1.75E-05
4129,24929,0,1,0.999981523,1.85E-05
4130,24930,1,1,0.999980092,1.99E-05
4131,24931,1,0,2.62E-05,0.999973775
4132,24932,1,0,3.54E-05,0.999964567
4133,24933,1,1,0.999973297,2.67E-05
4134,24934,0,0,2.47E-05,0.999975258
4135,24935,0,0,1.40E-05,0.999986003
4136,24936,0,1,0.999977708,2.23E-05
4137,24937,1,1,0.999980211,1.98E-05
4138,24938,0,1,0.999977589,2.24E-05
4139,24939,0,0,2.98E-05,0.999970187
4140,24940,1,0,1.32E-05,0.999986752
4141,24941,0,0,3.17E-05,0.999968265
4142,24942,1,0,5.02E-05,0.999949772
4143,24943,0,1,0.999982238,1.78E-05
4144,24944,1,1,0.999716818,0.000283182
4145,24945,1,1,0.999981999,1.80E-05
4146,24946,0,1,0.999980688,1.93E-05
4147,24947,1,0,1.42E-05,0.999985824
4148,24948,1,1,0.999981165,1.88E-05
4149,24949,0,0,1.40E-05,0.999985977
4150,24950,1,1,0.999982715,1.73E-05
4151,24951,0,0,1.34E-05,0.99998664
4152,24952,0,0,7.41E-05,0.999925868
4153,24953,1,0,1.45E-05,0.999985548
4154,24954,1,0,1.42E-05,0.999985808
4155,24955,0,0,1.53E-05,0.999984652
4156,24956,1,1,0.9999789,2.11E-05
4157,24957,0,1,0.999979734,2.03E-05
4158,24958,0,0,1.36E-05,0.999986364
4159,24959,1,1,0.999940991,5.90E-05
4160,24960,0,1,0.999981046,1.90E-05
4161,24961,1,0,2.71E-05,0.99997291
4162,24962,0,0,1.46E-05,0.999985408
4163,24963,1,1,0.999968886,3.11E-05
4164,24964,1,0,3.53E-05,0.999964694
4165,24965,0,0,1.34E-05,0.999986646
4166,24966,1,1,0.9999789,2.11E-05
4167,24967,0,1,0.999941468,5.85E-05
4168,24968,1,0,2.40E-05,0.999976048
4169,24969,1,1,0.999980927,1.91E-05
4170,24970,0,1,0.999971032,2.90E-05
4171,24971,0,0,1.35E-05,0.999986467
4172,24972,1,1,0.999967933,3.21E-05
4173,24973,1,1,0.999978304,2.17E-05
4174,24974,0,0,1.32E-05,0.99998678
4175,24975,1,1,0.999980927,1.91E-05
4176,24976,1,1,0.999982238,1.78E-05
4177,24977,0,0,1.39E-05,0.999986062
4178,24978,1,1,0.999949217,5.08E-05
4179,24979,0,0,1.32E-05,0.999986827
4180,24980,0,0,1.32E-05,0.999986815
4181,24981,0,0,1.39E-05,0.999986089
4182,24982,1,0,1.78E-05,0.999982151
4183,24983,1,1,0.999981523,1.85E-05
4184,24984,1,1,0.999982119,1.79E-05
4185,24985,1,1,0.999980092,1.99E-05
4186,24986,1,1,0.999982834,1.72E-05
4187,24987,0,0,1.37E-05,0.999986275
4188,24988,0,0,1.32E-05,0.999986778
4189,24989,1,1,0.99998033,1.97E-05
4190,24990,0,1,0.999981761,1.82E-05
4191,24991,1,0,2.57E-05,0.999974273
4192,24992,0,0,1.37E-05,0.999986304
4193,24993,1,1,0.999982715,1.73E-05
4194,24994,1,0,1.97E-05,0.999980261
4195,24995,0,0,3.62E-05,0.999963801
4196,24996,0,0,1.38E-05,0.999986202
4197,24997,0,0,1.33E-05,0.999986699
4198,24998,1,1,0.999979258,2.07E-05
4199,24999,1,1,0.999978304,2.17E-05
4200,25000,0,1,0.999982238,1.78E-05
4201,25001,1,0,4.32E-05,0.999956817
4202,25002,0,1,0.999980807,1.92E-05
4203,25003,1,1,0.999982357,1.76E-05
4204,25004,0,1,0.999976873,2.31E-05
4205,25005,1,0,2.88E-05,0.999971248
4206,25006,0,0,1.38E-05,0.999986223
4207,25007,0,1,0.999981284,1.87E-05
4208,25008,1,1,0.999981523,1.85E-05
4209,25009,1,1,0.999969125,3.09E-05
4210,25010,1,1,0.999982595,1.74E-05
4211,25011,0,1,0.999981761,1.82E-05
4212,25012,0,0,1.38E-05,0.999986229
4213,25013,1,0,2.66E-05,0.999973378
4214,25014,0,1,0.99984324,0.00015676
4215,25015,1,1,0.99995172,4.83E-05
4216,25016,1,0,1.38E-05,0.99998621
4217,25017,1,1,0.999981999,1.80E-05
4218,25018,0,1,0.999981642,1.84E-05
4219,25019,0,0,1.36E-05,0.999986405
4220,25020,1,1,0.999981284,1.87E-05
4221,25021,1,1,0.999982715,1.73E-05
4222,25022,0,1,0.999981999,1.80E-05
4223,25023,0,0,3.14E-05,0.999968639
4224,25024,1,1,0.99996233,3.77E-05
4225,25025,1,1,0.999976635,2.34E-05
4226,25026,1,0,1.79E-05,0.999982058
4227,25027,0,1,0.999981761,1.82E-05
4228,25028,0,1,0.999980927,1.91E-05
4229,25029,0,0,1.40E-05,0.999985993
4230,25030,1,0,4.20E-05,0.999957991
4231,25031,1,1,0.999982595,1.74E-05
4232,25032,0,0,1.37E-05,0.999986272
4233,25033,1,0,1.41E-05,0.999985931
4234,25034,0,0,1.36E-05,0.99998639
4235,25035,1,1,0.999971628,2.84E-05
4236,25036,0,0,1.41E-05,0.999985875
4237,25037,0,0,1.35E-05,0.999986455
4238,25038,1,1,0.999982238,1.78E-05
4239,25039,0,1,0.999975562,2.44E-05
4240,25040,0,0,1.37E-05,0.999986273
4241,25041,0,0,3.87E-05,0.999961346
4242,25042,1,1,0.99998033,1.97E-05
4243,25043,0,0,1.55E-05,0.999984462
4244,25044,1,0,3.95E-05,0.999960505
4245,25045,1,1,0.999982119,1.79E-05
4246,25046,1,1,0.999980211,1.98E-05
4247,25047,1,1,0.999981165,1.88E-05
4248,25048,1,0,1.33E-05,0.999986706
4249,25049,1,1,0.999981999,1.80E-05
4250,25050,1,1,0.999981761,1.82E-05
4251,25051,1,1,0.999974489,2.55E-05
4252,25052,1,0,3.22E-05,0.999967836
4253,25053,0,0,1.37E-05,0.999986314
4254,25054,1,1,0.99996984,3.02E-05
4255,25055,1,1,0.999981403,1.86E-05
4256,25056,0,1,0.999981523,1.85E-05
4257,25057,0,1,0.999981046,1.90E-05
4258,25058,1,0,1.47E-05,0.999985346
4259,25059,0,1,0.999982357,1.76E-05
4260,25060,0,0,1.33E-05,0.999986659
4261,25061,1,1,0.999525428,0.000474572
4262,25062,0,1,0.999979854,2.01E-05
4263,25063,1,0,1.34E-05,0.99998664
4264,25064,1,1,0.999982357,1.76E-05
4265,25065,1,1,0.999980569,1.94E-05
4266,25066,0,1,0.999964833,3.52E-05
4267,25067,1,1,0.999980927,1.91E-05
4268,25068,1,1,0.999982715,1.73E-05
4269,25069,0,1,0.999982834,1.72E-05
4270,25070,1,0,4.25E-05,0.999957546
4271,25071,1,1,0.999982715,1.73E-05
4272,25072,0,0,1.37E-05,0.999986292
4273,25073,0,0,1.39E-05,0.999986065
4274,25074,1,1,0.999980688,1.93E-05
4275,25075,0,0,1.36E-05,0.999986434
4276,25076,0,0,1.34E-05,0.999986553
4277,25077,1,1,0.99998033,1.97E-05
4278,25078,1,0,2.01E-05,0.999979915
4279,25079,0,0,1.46E-05,0.999985397
4280,25080,0,0,1.44E-05,0.999985631
4281,25081,0,1,0.999982715,1.73E-05
4282,25082,0,0,1.45E-05,0.999985549
4283,25083,0,0,1.35E-05,0.999986493
4284,25084,0,1,0.999982357,1.76E-05
4285,25085,0,0,1.40E-05,0.999985993
4286,25086,1,1,0.99998188,1.81E-05
4287,25087,0,1,0.999975801,2.42E-05
4288,25088,0,1,0.99992013,7.99E-05
4289,25089,1,0,2.12E-05,0.999978845
4290,25090,0,1,0.999944568,5.54E-05
4291,25091,0,0,1.45E-05,0.999985532
4292,25092,1,1,0.999982119,1.79E-05
4293,25093,1,1,0.999982595,1.74E-05
4294,25094,1,1,0.999982715,1.73E-05
4295,25095,1,1,0.999981523,1.85E-05
4296,25096,0,1,0.999982357,1.76E-05
4297,25097,1,1,0.999974966,2.50E-05
4298,25098,0,0,1.44E-05,0.999985588
4299,25099,1,0,0.280399084,0.719600916
4300,25100,0,1,0.999958158,4.18E-05
4301,25101,1,1,0.999974847,2.52E-05
4302,25102,1,1,0.999970913,2.91E-05
4303,25103,0,0,1.35E-05,0.999986463
4304,25104,1,1,0.999716818,0.000283182
4305,25105,0,1,0.999979138,2.09E-05
4306,25106,0,0,1.39E-05,0.999986117
4307,25107,1,0,3.15E-05,0.999968519
4308,25108,1,1,0.999938726,6.13E-05
4309,25109,1,1,0.99997592,2.41E-05
4310,25110,1,0,2.04E-05,0.999979585
4311,25111,0,0,0.002715559,0.997284441
4312,25112,0,0,1.34E-05,0.999986579
4313,25113,0,0,1.50E-05,0.999985037
4314,25114,0,1,0.999982238,1.78E-05
4315,25115,0,0,1.33E-05,0.999986659
4316,25116,0,0,1.37E-05,0.999986323
4317,25117,1,1,0.999980569,1.94E-05
4318,25118,1,1,0.999979377,2.06E-05
4319,25119,0,0,1.37E-05,0.999986289
4320,25120,1,0,2.25E-05,0.999977485
4321,25121,1,1,0.999982119,1.79E-05
4322,25122,1,0,1.48E-05,0.999985186
4323,25123,0,1,0.999973536,2.65E-05
4324,25124,0,1,0.999941587,5.84E-05
4325,25125,1,1,0.999974251,2.57E-05
4326,25126,1,0,1.57E-05,0.999984339
4327,25127,1,1,0.999979973,2.00E-05
4328,25128,0,0,1.40E-05,0.999986047
4329,25129,0,0,1.74E-05,0.999982629
4330,25130,1,1,0.999958634,4.14E-05
4331,25131,1,1,0.999716818,0.000283182
4332,25132,1,0,4.69E-05,0.999953112
4333,25133,0,0,4.23E-05,0.999957688
4334,25134,1,1,0.999982953,1.70E-05
4335,25135,0,0,1.34E-05,0.999986555
4336,25136,1,0,3.32E-05,0.999966845
4337,25137,1,1,0.999975324,2.47E-05
4338,25138,1,1,0.999982357,1.76E-05
4339,25139,0,1,0.999982357,1.76E-05
4340,25140,1,0,4.04E-05,0.999959577
4341,25141,0,0,1.45E-05,0.999985488
4342,25142,0,0,1.41E-05,0.999985921
4343,25143,1,1,0.999982834,1.72E-05
4344,25144,1,1,0.999981642,1.84E-05
4345,25145,1,1,0.999978304,2.17E-05
4346,25146,1,0,3.04E-05,0.999969593
4347,25147,1,0,4.06E-05,0.999959448
4348,25148,0,0,1.41E-05,0.999985942
4349,25149,0,1,0.999980927,1.91E-05
4350,25150,0,0,1.35E-05,0.999986495
4351,25151,0,1,0.999976277,2.37E-05
4352,25152,1,1,0.999982119,1.79E-05
4353,25153,1,0,1.60E-05,0.999983993
4354,25154,1,1,0.9999789,2.11E-05
4355,25155,1,0,1.36E-05,0.999986374
4356,25156,1,0,1.36E-05,0.999986409
4357,25157,0,0,1.34E-05,0.999986587
4358,25158,1,1,0.999980569,1.94E-05
4359,25159,0,0,1.33E-05,0.999986679
4360,25160,0,0,1.35E-05,0.999986484
4361,25161,1,1,0.99997735,2.26E-05
4362,25162,0,0,1.44E-05,0.999985587
4363,25163,1,0,2.53E-05,0.999974705
4364,25164,1,1,0.999982238,1.78E-05
4365,25165,0,0,1.32E-05,0.999986808
4366,25166,0,0,2.83E-05,0.999971709
4367,25167,0,0,1.33E-05,0.999986673
4368,25168,0,0,1.50E-05,0.999985021
4369,25169,0,1,0.999981403,1.86E-05
4370,25170,0,1,0.999977469,2.25E-05
4371,25171,0,0,5.88E-05,0.999941198
4372,25172,0,1,0.999971509,2.85E-05
4373,25173,0,0,1.34E-05,0.999986629
4374,25174,1,1,0.999982476,1.75E-05
4375,25175,1,0,1.75E-05,0.9999825
4376,25176,0,0,1.45E-05,0.999985517
4377,25177,1,1,0.999977946,2.21E-05
4378,25178,1,1,0.999980092,1.99E-05
4379,25179,1,1,0.99992764,7.24E-05
4380,25180,1,1,0.999705255,0.000294745
4381,25181,1,1,0.999971271,2.87E-05
4382,25182,1,1,0.999976873,2.31E-05
4383,25183,1,0,3.34E-05,0.999966643
4384,25184,1,1,0.999979377,2.06E-05
4385,25185,0,0,1.96E-05,0.999980414
4386,25186,0,1,0.999938607,6.14E-05
4387,25187,1,0,1.99E-05,0.999980113
4388,25188,0,1,0.999981999,1.80E-05
4389,25189,0,0,1.46E-05,0.999985377
4390,25190,0,0,1.37E-05,0.999986342
4391,25191,1,1,0.999969721,3.03E-05
4392,25192,1,1,0.999982595,1.74E-05
4393,25193,1,1,0.999946356,5.36E-05
4394,25194,1,1,0.999937057,6.29E-05
4395,25195,0,1,0.999981999,1.80E-05
4396,25196,0,0,1.44E-05,0.999985607
4397,25197,0,1,0.999973297,2.67E-05
4398,25198,1,1,0.999980807,1.92E-05
4399,25199,0,1,0.999982595,1.74E-05
4400,25200,1,0,2.07E-05,0.999979283
4401,25201,1,1,0.999981642,1.84E-05
4402,25202,1,1,0.999980807,1.92E-05
4403,25203,0,0,1.37E-05,0.999986267
4404,25204,1,1,0.999982476,1.75E-05
4405,25205,0,1,0.999982238,1.78E-05
4406,25206,0,0,1.42E-05,0.999985778
4407,25207,0,0,1.41E-05,0.999985858
4408,25208,1,1,0.999976158,2.38E-05
4409,25209,0,0,1.39E-05,0.999986137
4410,25210,0,0,1.44E-05,0.999985569
4411,25211,0,0,1.31E-05,0.999986867
4412,25212,0,1,0.999978185,2.18E-05
4413,25213,1,1,0.999971271,2.87E-05
4414,25214,1,1,0.999647379,0.000352621
4415,25215,1,0,1.34E-05,0.999986574
4416,25216,0,0,1.39E-05,0.999986145
4417,25217,1,0,1.89E-05,0.99998112
4418,25218,1,1,0.99998045,1.96E-05
4419,25219,0,0,2.64E-05,0.999973565
4420,25220,1,0,3.49E-05,0.999965118
4421,25221,1,1,0.999956489,4.35E-05
4422,25222,1,1,0.999967933,3.21E-05
4423,25223,1,1,0.999970675,2.93E-05
4424,25224,0,1,0.999981403,1.86E-05
4425,25225,1,0,4.32E-05,0.999956789
4426,25226,1,1,0.999981165,1.88E-05
4427,25227,1,0,1.35E-05,0.999986499
4428,25228,1,0,1.41E-05,0.999985898
4429,25229,1,1,0.999980211,1.98E-05
4430,25230,1,0,2.01E-05,0.999979884
4431,25231,1,0,1.34E-05,0.99998663
4432,25232,1,0,4.59E-05,0.999954085
4433,25233,1,0,1.41E-05,0.999985868
4434,25234,1,1,0.906725764,0.093274236
4435,25235,1,0,1.58E-05,0.999984151
4436,25236,1,1,0.999982595,1.74E-05
4437,25237,1,1,0.999981761,1.82E-05
4438,25238,1,1,0.999981165,1.88E-05
4439,25239,1,1,0.99994421,5.58E-05
4440,25240,1,1,0.999770343,0.000229657
4441,25241,0,0,1.37E-05,0.999986309
4442,25242,0,0,1.35E-05,0.999986538
4443,25243,0,1,0.99997592,2.41E-05
4444,25244,0,0,1.34E-05,0.999986612
4445,25245,1,0,3.22E-05,0.999967835
4446,25246,1,1,0.999977946,2.21E-05
4447,25247,1,0,2.53E-05,0.999974694
4448,25248,1,1,0.999980927,1.91E-05
4449,25249,0,0,2.96E-05,0.999970442
4450,25250,1,1,0.999982357,1.76E-05
4451,25251,1,1,0.999979734,2.03E-05
4452,25252,1,1,0.99997437,2.56E-05
4453,25253,0,0,4.47E-05,0.999955321
4454,25254,0,0,1.35E-05,0.999986507
4455,25255,1,1,0.999982834,1.72E-05
4456,25256,1,1,0.999980688,1.93E-05
4457,25257,1,1,0.999980807,1.92E-05
4458,25258,1,1,0.9999789,2.11E-05
4459,25259,0,0,3.09E-05,0.999969142
4460,25260,0,0,1.39E-05,0.999986095
4461,25261,1,0,1.49E-05,0.999985055
4462,25262,1,0,2.74E-05,0.999972586
4463,25263,1,1,0.999972463,2.75E-05
4464,25264,1,0,3.01E-05,0.999969904
4465,25265,1,1,0.99998188,1.81E-05
4466,25266,1,1,0.999952912,4.71E-05
4467,25267,0,1,0.999982834,1.72E-05
4468,25268,0,0,1.46E-05,0.999985392
4469,25269,0,1,0.999958158,4.18E-05
4470,25270,1,0,2.95E-05,0.99997047
4471,25271,1,0,1.37E-05,0.999986287
4472,25272,0,1,0.99998188,1.81E-05
4473,25273,0,1,0.999980688,1.93E-05
4474,25274,0,0,1.36E-05,0.99998641
4475,25275,1,1,0.999981999,1.80E-05
4476,25276,0,0,1.34E-05,0.999986629
4477,25277,1,1,0.999981403,1.86E-05
4478,25278,0,1,0.999980807,1.92E-05
4479,25279,0,0,1.40E-05,0.999985979
4480,25280,1,1,0.999982476,1.75E-05
4481,25281,0,1,0.999982834,1.72E-05
4482,25282,0,1,0.999982238,1.78E-05
4483,25283,1,1,0.999981403,1.86E-05
4484,25284,1,1,0.999981642,1.84E-05
4485,25285,0,0,2.38E-05,0.999976207
4486,25286,1,1,0.999915719,8.43E-05
4487,25287,0,0,1.43E-05,0.999985718
4488,25288,0,1,0.999977469,2.25E-05
4489,25289,1,0,2.28E-05,0.999977193
4490,25290,1,0,1.41E-05,0.999985912
4491,25291,1,1,0.99998033,1.97E-05
4492,25292,0,0,1.34E-05,0.999986605
4493,25293,0,0,1.38E-05,0.999986158
4494,25294,1,0,1.33E-05,0.999986676
4495,25295,0,0,8.04E-05,0.99991957
4496,25296,1,1,0.999982476,1.75E-05
4497,25297,1,1,0.999977589,2.24E-05
4498,25298,1,1,0.999982595,1.74E-05
4499,25299,1,1,0.999982834,1.72E-05
4500,25300,0,0,1.50E-05,0.99998502
4501,25301,1,0,2.69E-05,0.999973135
4502,25302,0,0,5.57E-05,0.999944285
4503,25303,0,0,1.33E-05,0.999986664
4504,25304,0,0,1.45E-05,0.999985509
4505,25305,1,0,2.87E-05,0.999971346
4506,25306,1,1,0.99995923,4.08E-05
4507,25307,0,1,0.999982834,1.72E-05
4508,25308,0,0,1.38E-05,0.999986173
4509,25309,0,0,1.38E-05,0.999986184
4510,25310,0,0,1.61E-05,0.999983871
4511,25311,1,0,2.75E-05,0.999972498
4512,25312,0,0,1.33E-05,0.999986662
4513,25313,1,1,0.999976516,2.35E-05
4514,25314,1,1,0.999977589,2.24E-05
4515,25315,1,1,0.999945879,5.41E-05
4516,25316,0,0,1.35E-05,0.999986487
4517,25317,1,1,0.999961138,3.89E-05
4518,25318,1,1,0.999660134,0.000339866
4519,25319,1,0,2.56E-05,0.999974414
4520,25320,0,0,1.35E-05,0.999986475
4521,25321,1,1,0.999982595,1.74E-05
4522,25322,1,0,1.39E-05,0.999986051
4523,25323,0,1,0.999980807,1.92E-05
4524,25324,0,0,1.45E-05,0.999985455
4525,25325,1,0,3.31E-05,0.999966907
4526,25326,0,0,1.52E-05,0.999984832
4527,25327,0,0,1.40E-05,0.999986036
4528,25328,0,0,1.36E-05,0.999986449
4529,25329,0,0,1.47E-05,0.99998528
4530,25330,0,1,0.999929309,7.07E-05
4531,25331,0,0,2.27E-05,0.999977329
4532,25332,1,1,0.99998188,1.81E-05
4533,25333,0,0,1.35E-05,0.999986477
4534,25334,1,0,1.73E-05,0.999982713
4535,25335,0,1,0.999978662,2.13E-05
4536,25336,0,1,0.999954104,4.59E-05
4537,25337,1,1,0.999953151,4.68E-05
4538,25338,0,0,1.36E-05,0.999986385
4539,25339,1,1,0.999982357,1.76E-05
4540,25340,1,0,3.77E-05,0.999962292
4541,25341,1,1,0.999979138,2.09E-05
4542,25342,0,0,1.37E-05,0.999986315
4543,25343,0,0,1.37E-05,0.999986265
4544,25344,1,1,0.999979734,2.03E-05
4545,25345,0,1,0.999982119,1.79E-05
4546,25346,1,1,0.999981284,1.87E-05
4547,25347,1,1,0.999977946,2.21E-05
4548,25348,1,0,1.49E-05,0.999985071
4549,25349,1,1,0.999976516,2.35E-05
4550,25350,1,1,0.999980569,1.94E-05
4551,25351,1,0,3.42E-05,0.999965843
4552,25352,1,0,1.46E-05,0.999985367
4553,25353,1,1,0.999950171,4.98E-05
4554,25354,1,0,0.158684045,0.841315955
4555,25355,1,1,0.9999789,2.11E-05
4556,25356,0,0,1.33E-05,0.999986737
4557,25357,1,0,1.41E-05,0.99998586
4558,25358,1,1,0.999982357,1.76E-05
4559,25359,0,1,0.999973655,2.63E-05
4560,25360,1,1,0.999980927,1.91E-05
4561,25361,1,1,0.999982834,1.72E-05
4562,25362,0,0,1.35E-05,0.999986479
4563,25363,1,1,0.999981523,1.85E-05
4564,25364,0,0,1.36E-05,0.999986358
4565,25365,0,0,1.45E-05,0.999985492
4566,25366,1,0,1.48E-05,0.999985167
4567,25367,1,1,0.999980569,1.94E-05
4568,25368,0,0,1.45E-05,0.999985467
4569,25369,1,0,4.34E-05,0.999956649
4570,25370,1,0,3.38E-05,0.999966179
4571,25371,1,0,4.31E-05,0.999956916
4572,25372,1,0,1.38E-05,0.999986197
4573,25373,1,1,0.9999789,2.11E-05
4574,25374,1,0,1.37E-05,0.999986322
4575,25375,0,1,0.999971986,2.80E-05
4576,25376,0,0,1.52E-05,0.999984785
4577,25377,0,1,0.999980211,1.98E-05
4578,25378,1,0,1.44E-05,0.999985604
4579,25379,1,0,1.37E-05,0.999986327
4580,25380,1,1,0.999981761,1.82E-05
4581,25381,0,0,1.40E-05,0.999985981
4582,25382,1,1,0.999970913,2.91E-05
4583,25383,1,1,0.999982834,1.72E-05
4584,25384,0,1,0.999954104,4.59E-05
4585,25385,0,0,1.34E-05,0.99998656
4586,25386,1,1,0.999981999,1.80E-05
4587,25387,1,1,0.999981046,1.90E-05
4588,25388,0,0,1.40E-05,0.99998597
4589,25389,1,1,0.999930143,6.99E-05
4590,25390,0,0,1.40E-05,0.999986024
4591,25391,0,0,1.32E-05,0.999986846
4592,25392,1,0,1.44E-05,0.999985557
4593,25393,0,1,0.999958038,4.20E-05
4594,25394,1,0,1.35E-05,0.999986494
4595,25395,1,1,0.999982715,1.73E-05
4596,25396,1,1,0.999979734,2.03E-05
